 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,222.787,68.493,22.583,406,276,110.556,18.125
2,132.741,56.763,17.016,529,629,21.251,14.073
3,176.988,66.518,24.873,459,648,157.068,14.329
4,149.819,60.715,21.292,448,680,155.556,11.729
5,111.005,48.255,18.397,297,713,16.699,10.307
6,138.951,46.279,15.883,383,742,109.440,12.335
7,192.513,65.360,25.551,488,773,46.397,13.980
8,371.053,95.780,29.930,378,1040,132.614,21.789
9,159.134,62.175,23.805,310,1038,128.991,10.925
10,247.628,71.376,26.796,642,1043,133.668,16.317
11,143.608,52.598,21.437,615,1083,170.538,9.607
12,167.673,60.804,26.196,386,1112,137.726,10.245
13,137.398,53.025,18.690,322,1171,81.870,11.821
14,126.531,46.795,15.612,582,1219,163.610,11.980
15,181.645,62.780,22.514,523,1235,149.421,13.249
16,197.171,67.550,25.657,433,1257,164.055,12.237
17,169.225,60.804,24.811,630,1277,163.496,10.764
