 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,732.791,104.163,35.209,1226,756,31.701,27.919
2,565.895,93.377,34.910,1112,778,10.176,22.026
3,369.501,80.098,27.861,1717,780,161.565,17.594
4,690.097,112.369,36.983,1368,792,167.619,26.432
5,198.723,58.828,22.857,1772,792,152.447,12.816
6,676.124,113.527,34.910,1026,811,10.176,26.432
7,546.488,90.671,31.938,1084,814,24.444,22.553
8,451.784,83.534,28.685,1153,811,10.620,22.026
9,208.814,57.884,22.874,1458,805,164.358,12.211
10,108.677,44.517,18.397,1399,815,16.699,8.985
11,539.502,95.780,32.706,1677,828,175.365,22.451
12,257.719,76.058,25.429,1191,835,14.036,14.978
13,422.286,80.615,28.981,1246,836,160.463,20.264
14,169.225,52.812,18.163,1280,835,129.094,14.579
15,263.153,67.122,27.820,1416,840,169.046,13.216
16,741.330,129.386,37.182,1012,846,166.293,28.194
17,412.195,79.796,25.687,1072,849,157.834,22.621
18,240.641,60.074,20.568,1128,861,9.866,15.859
19,539.502,91.187,33.352,1200,871,12.200,20.264
20,1264.531,144.035,45.244,1382,890,173.290,39.279
21,149.042,56.336,23.510,1571,873,167.005,9.331
22,565.119,108.329,33.769,1523,905,7.496,23.789
23,349.318,74.598,26.196,1676,903,160.346,18.316
24,374.158,88.304,30.278,1172,927,8.366,16.740
25,190.184,63.207,20.493,1750,922,154.537,15.172
26,513.109,89.978,32.789,1276,931,173.830,22.865
27,766.947,115.377,36.391,1656,930,96.953,30.837
28,342.332,80.526,28.000,1588,932,155.854,18.106
29,199.499,60.804,21.437,1690,972,170.538,14.978
30,274.797,70.256,25.368,1140,971,159.677,14.978
31,422.286,77.820,26.753,1194,978,162.759,22.026
32,170.778,54.787,21.182,1000,982,16.928,11.980
33,602.379,98.059,32.789,1247,989,173.830,24.670
34,499.136,91.917,34.855,1474,1000,159.274,20.489
35,302.742,75.542,28.861,1662,1011,167.661,15.859
36,499.913,96.599,33.895,1433,1020,171.027,22.907
37,263.153,68.280,23.327,1212,1039,10.886,15.498
38,400.551,90.583,35.077,1305,1040,11.592,17.957
39,142.056,49.074,19.243,1562,1038,15.945,9.692
40,380.368,82.377,32.023,1323,1053,7.907,15.386
41,102.467,39.106,15.883,1160,1053,19.440,7.930
42,130.412,52.723,19.563,1430,1060,7.765,11.033
43,125.754,46.279,16.554,982,1070,25.201,11.454
44,336.121,75.114,25.687,1138,1069,157.834,19.224
45,262.377,69.223,24.193,1020,1075,169.509,16.027
46,279.454,65.788,24.193,1463,1076,169.509,16.740
47,100.914,46.493,17.310,1452,1086,165.256,8.956
48,502.241,91.401,33.177,1556,1096,10.713,19.383
49,535.621,98.361,33.769,1595,1112,7.496,20.820
