 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,548.817,102.099,30.137,1993,1360,37.875,26.432
2,249.956,59.771,22.237,2041,1360,33.690,15.507
3,406.761,79.369,28.685,2009,1390,169.380,19.383
4,394.341,84.780,26.284,2101,1422,76.430,20.264
5,104.795,43.787,15.957,2005,1416,6.340,8.811
6,383.473,72.836,24.951,2052,1448,42.138,21.182
7,468.086,83.623,28.153,2005,1446,20.136,22.065
8,146.714,53.541,21.796,2016,1480,14.036,10.170
9,507.675,99.002,29.288,2082,1491,96.911,25.551
10,192.513,62.477,21.455,2033,1508,19.179,13.652
11,121.097,40.565,14.207,2113,1501,150.255,12.335
12,464.981,81.647,26.970,2053,1545,141.633,22.907
13,230.550,58.312,20.625,2107,1550,160.017,16.549
14,329.135,69.828,25.611,2097,1577,153.435,17.452
15,295.756,65.058,24.193,2043,1594,10.491,16.740
16,199.499,54.787,20.568,2095,1598,170.134,13.249
17,446.351,81.861,30.381,2027,1623,16.858,20.087
18,315.939,66.731,24.826,2098,1636,27.474,16.821
19,121.097,46.065,18.669,2037,1638,19.290,9.692
20,320.596,68.368,25.075,2104,1647,161.565,17.389
21,485.164,86.328,29.552,2035,1666,10.305,22.907
22,368.724,83.711,33.177,2031,1691,10.713,14.484
