 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,692.426,100.551,34.977,1076,747,130.914,26.121
2,222.787,73.050,22.237,1113,795,146.310,15.512
3,119.544,41.295,15.158,1034,854,35.538,12.215
4,815.075,109.663,38.946,1058,864,142.352,29.267
5,320.596,84.780,26.505,1060,933,111.448,19.919
6,173.106,50.533,18.855,1118,953,142.595,13.485
7,197.171,53.025,18.163,1102,955,129.094,15.575
8,523.977,86.845,30.072,1110,992,148.173,24.588
9,354.752,73.780,24.543,1022,988,111.038,20.793
10,310.505,69.098,24.193,1072,1017,146.889,18.441
11,353.199,72.018,24.048,1062,1074,8.427,20.332
12,146.714,53.630,20.111,1019,1092,151.189,12.335
13,253.838,60.288,20.942,1074,1109,165.379,15.859
