 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,334.569,77.304,23.723,624,1235,58.671,21.259
2,442.469,81.647,29.813,685,1226,108.970,20.264
3,253.838,63.509,22.026,613,1237,106.260,16.614
4,244.523,64.114,21.796,640,1246,104.036,15.777
5,720.371,130.757,36.983,588,1259,102.381,27.152
6,303.518,66.606,22.237,711,1299,56.310,17.621
7,123.426,55.001,22.463,462,1287,11.310,8.811
8,610.918,96.813,35.176,628,1306,22.068,25.414
9,304.295,84.264,23.967,559,1363,72.897,20.640
10,115.663,46.707,16.947,679,1362,8.973,12.159
11,464.205,83.320,29.446,624,1364,128.928,20.169
12,114.111,46.795,20.283,616,1374,124.380,8.462
13,393.565,78.764,28.536,598,1383,98.881,20.287
14,340.779,81.256,25.913,506,1433,72.181,19.986
