 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,103.243,40.779,13.931,2106,519,145.305,10.471
2,109.453,40.263,14.343,2110,575,10.620,10.573
3,157.581,50.017,17.709,2110,593,5.711,13.216
4,308.952,69.010,23.277,2212,602,119.476,18.690
5,110.229,47.739,15.883,2192,612,109.440,11.231
6,195.618,54.787,18.835,2112,660,169.216,15.859
7,166.896,50.320,18.523,2168,655,154.654,13.216
8,245.299,59.042,21.182,2087,674,163.072,16.740
9,235.207,59.558,21.814,2169,682,136.637,15.367
10,148.266,48.255,17.840,2164,709,159.775,12.335
11,160.686,61.445,18.078,2055,733,46.975,14.978
12,120.321,43.057,17.310,2124,719,165.256,9.692
13,121.097,42.025,13.791,2162,732,116.565,12.335
14,138.951,45.977,15.687,2122,734,128.157,13.083
15,146.714,45.549,17.840,1980,740,159.775,11.454
16,251.509,64.026,23.327,1952,752,169.114,13.791
17,168.449,52.509,18.163,2082,750,165.964,13.216
18,149.042,47.223,18.163,2128,763,157.166,11.778
19,302.742,65.876,21.885,1981,788,40.101,19.199
20,142.056,48.041,18.142,2093,773,150.945,11.427
21,436.259,83.623,27.861,2141,786,145.305,22.907
22,108.677,40.049,16.198,2090,792,135.000,10.591
23,111.782,41.509,16.246,1923,805,139.399,9.730
24,130.412,44.731,16.078,2124,803,99.462,12.335
25,207.262,54.360,19.403,2019,804,129.472,14.978
26,249.180,59.558,19.878,1980,838,77.196,16.740
27,256.166,63.296,22.026,2082,819,126.870,17.337
28,204.157,56.550,20.091,2134,826,142.125,14.978
29,235.984,62.263,24.193,2066,840,146.889,13.382
30,128.083,53.239,22.428,2048,847,135.000,8.668
31,164.568,58.739,17.355,1950,855,156.038,14.329
32,258.495,62.566,21.182,2099,858,135.000,18.444
33,251.509,61.747,21.509,2048,865,124.992,16.155
34,125.754,43.057,15.158,2127,884,54.462,12.086
35,322.149,68.493,24.048,2073,905,118.443,18.067
36,363.291,88.216,30.381,2025,936,150.461,19.065
