 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,718.042,101.067,34.855,348,464,20.726,27.857
2,632.653,99.091,37.141,451,494,67.694,22.377
3,263.153,62.780,21.599,432,457,101.768,17.452
4,295.756,65.360,22.566,386,483,38.660,18.700
5,281.783,62.780,21.455,502,490,109.179,18.667
6,339.226,68.582,24.064,344,518,66.251,19.224
7,647.402,100.941,34.754,399,534,59.534,27.368
8,494.479,82.804,27.027,525,512,160.974,24.818
9,640.416,98.788,33.212,455,546,68.199,26.789
10,558.909,114.043,34.620,310,564,75.256,25.496
11,447.127,81.558,29.288,575,558,74.291,20.865
12,563.566,93.377,34.271,352,564,72.031,22.682
13,457.995,85.296,32.071,536,552,37.185,19.912
14,551.146,92.219,30.824,375,544,120.964,25.551
15,543.383,105.107,30.686,424,550,129.174,25.361
16,350.870,86.933,24.811,502,563,16.504,21.145
17,575.986,92.131,32.694,642,572,104.036,23.789
18,794.892,114.647,39.648,290,626,53.130,28.049
19,171.554,49.803,17.107,452,613,124.509,14.579
20,553.475,94.195,34.754,595,652,59.534,21.433
21,389.683,82.590,28.372,339,647,53.842,21.856
22,580.644,98.059,37.057,420,662,61.607,22.853
23,633.430,98.877,36.762,611,660,44.029,22.853
24,151.371,45.977,16.078,300,642,99.462,13.931
25,1242.019,136.220,43.628,504,692,43.363,38.795
26,372.606,73.352,24.873,377,700,67.068,21.113
27,443.246,79.066,26.505,571,696,15.422,22.459
28,550.370,92.558,34.214,439,720,55.491,21.993
29,468.086,89.639,29.181,479,741,61.113,22.907
30,392.012,84.869,33.177,554,750,79.287,16.293
31,175.435,49.803,18.163,402,724,104.036,13.083
32,492.150,89.337,31.546,569,762,54.090,20.873
33,483.611,81.131,28.153,514,780,69.864,22.907
