 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,589.183,94.623,35.517,888,203,150.255,24.297
2,381.145,75.631,26.196,945,229,19.654,20.264
3,513.885,95.655,38.252,963,243,7.943,19.383
4,315.162,74.082,26.284,900,246,13.570,17.594
5,146.714,56.336,21.292,855,254,24.444,10.931
6,302.742,71.590,28.413,839,323,172.875,14.978
7,320.596,81.256,26.151,799,353,122.619,19.305
8,199.499,59.344,21.219,873,379,41.634,14.952
9,394.341,87.058,28.807,1002,398,23.429,22.224
10,378.816,81.042,30.774,943,402,23.629,19.155
11,102.467,44.945,15.209,891,429,169.992,10.752
12,384.250,75.542,26.898,895,473,31.608,19.936
13,128.083,43.271,15.158,1003,475,54.462,12.460
14,458.771,85.082,30.938,1034,488,19.983,21.503
15,367.948,75.631,28.685,970,492,169.380,16.657
16,136.622,44.090,17.355,941,502,23.962,10.573
17,423.839,82.163,27.652,862,514,30.651,21.145
18,579.868,113.829,38.252,928,536,7.943,24.536
19,174.659,50.533,17.107,1057,523,101.889,14.862
20,104.019,40.263,15.387,1009,536,23.629,9.752
21,128.859,48.344,19.701,985,557,169.695,8.811
