 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,100.914,36.525,13.420,1482,1474,156.801,10.573
2,392.789,78.336,29.288,1499,1482,158.839,18.195
3,112.558,43.573,18.163,1459,1478,157.166,8.811
4,325.254,75.542,29.327,1491,1502,147.265,15.367
5,122.649,42.755,16.624,1487,1525,147.995,10.866
6,215.025,56.247,20.283,1505,1551,145.620,14.952
7,401.327,83.320,32.504,1522,1600,147.171,18.083
8,200.276,53.328,20.091,1575,1611,127.875,14.579
9,195.618,53.541,19.975,1547,1658,138.576,14.097
10,291.098,65.272,23.967,1578,1697,143.973,16.628
11,163.791,51.263,20.942,1546,1725,157.751,11.821
12,418.405,81.470,30.546,1578,1734,146.768,18.026
13,155.252,50.017,19.343,1549,1752,149.931,11.780
14,316.715,67.122,25.044,1542,1771,140.711,18.125
