 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,235.984,56.638,21.292,1038,744,24.444,14.097
2,249.180,70.860,28.685,1152,762,10.620,12.449
3,334.569,69.312,22.975,1222,767,122.471,20.489
4,100.914,38.501,15.612,1110,777,163.610,9.616
5,499.913,84.869,30.137,1027,814,15.255,22.907
6,839.915,109.877,36.220,1163,843,18.435,32.127
7,742.883,107.385,38.736,1075,846,17.199,26.341
8,533.292,87.147,30.317,1224,852,35.538,24.670
9,381.145,78.639,29.288,1136,868,164.291,17.621
10,337.674,76.449,29.917,1075,876,13.627,14.978
11,122.649,46.279,19.701,1097,889,10.305,8.811
12,417.629,78.852,29.062,1075,916,14.036,19.383
13,277.902,66.695,25.199,1126,923,36.469,16.588
14,156.029,48.985,17.355,1214,920,113.962,13.700
15,385.802,77.393,29.062,1183,954,14.036,17.384
16,244.523,63.687,25.230,1070,946,167.905,12.335
17,233.655,60.376,23.510,1142,947,167.005,13.216
18,788.682,106.353,34.463,1238,982,147.529,31.255
19,638.864,96.813,32.694,1083,984,165.964,26.432
20,681.558,101.280,35.637,1172,998,8.531,27.124
21,697.859,101.671,37.380,1116,1035,171.870,24.295
22,149.042,48.130,19.243,1108,1063,15.945,9.692
23,213.472,59.344,22.907,1145,1067,22.620,13.216
24,276.349,67.034,25.429,1257,1064,165.964,16.691
25,753.750,108.631,40.567,1205,1102,177.510,24.898
26,299.637,68.066,25.913,1135,1110,17.819,16.740
