 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,555.804,89.034,31.150,1512,263,118.740,23.674
2,161.462,55.731,22.097,1387,271,156.501,10.833
3,269.363,71.804,27.142,1462,281,144.246,15.683
4,106.348,48.985,20.111,1379,281,151.189,8.797
5,385.802,77.518,28.861,1502,290,121.264,18.816
6,242.194,68.493,29.327,1422,349,122.735,12.460
7,308.952,82.288,25.551,1369,380,133.603,18.400
8,122.649,46.065,18.669,1378,423,160.710,9.560
9,105.572,41.811,17.377,1400,438,149.534,8.998
10,240.641,72.622,31.287,1414,490,170.272,11.454
11,115.663,51.263,21.761,1394,495,158.629,8.668
12,154.476,53.541,22.857,1383,498,152.447,9.774
13,121.873,40.263,15.387,1266,509,166.759,10.573
14,106.348,47.828,17.840,1288,511,159.775,11.343
15,260.048,66.001,23.935,1368,520,6.340,15.859
16,145.937,49.074,19.878,1387,530,12.804,10.471
17,114.111,49.501,16.389,1374,564,53.746,11.343
18,256.166,76.272,27.861,1247,587,124.695,14.204
19,196.394,55.090,21.182,1310,618,16.928,12.940
