 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,128.083,44.090,15.387,1399,822,113.629,10.573
2,107.900,48.771,19.243,1321,865,74.055,8.641
3,104.019,39.747,16.174,1434,844,119.358,9.286
4,193.289,57.066,22.026,1398,850,126.870,13.758
5,130.412,54.360,20.111,1199,887,28.811,10.933
6,114.111,44.517,17.107,1338,888,101.889,10.309
7,139.727,47.311,18.163,1270,894,104.036,10.573
8,296.532,71.502,22.907,1405,920,67.380,18.957
9,105.572,41.295,14.207,1380,912,60.255,11.286
10,133.517,47.828,18.669,1110,908,109.290,10.317
11,232.879,56.550,19.503,1312,910,108.435,16.740
12,233.655,60.804,21.437,1174,918,99.462,14.937
13,198.723,58.312,19.323,1387,926,114.228,15.324
14,357.080,71.376,25.793,1208,957,82.147,17.621
15,152.147,47.098,16.389,1313,963,53.746,12.335
16,346.989,80.615,25.687,1412,968,157.834,18.502
17,228.997,56.033,18.669,1218,988,70.710,16.861
18,343.884,71.804,25.913,1392,981,125.311,18.434
19,299.637,79.494,26.284,1110,1010,76.430,16.698
20,142.056,47.828,17.488,1230,993,139.086,13.199
21,185.527,50.320,16.925,1141,1007,128.660,14.978
22,336.898,80.740,23.967,1187,1039,72.897,20.526
23,126.531,48.771,17.016,1309,1036,158.749,11.454
24,121.097,43.057,16.198,1338,1041,157.620,11.156
25,191.737,56.033,19.503,1211,1058,161.565,15.859
