 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,146.714,44.001,15.761,917,1296,153.435,13.083
2,388.131,79.582,29.552,960,1322,169.695,20.264
3,459.547,100.248,28.590,926,1367,146.310,24.035
4,206.486,58.312,22.307,1058,1370,9.090,13.216
5,432.378,81.772,28.000,983,1382,167.276,22.428
6,482.835,89.123,33.352,1219,1379,167.800,19.383
7,563.566,100.337,32.694,1124,1404,14.036,24.670
8,478.954,83.623,30.381,1197,1397,150.461,22.321
9,531.739,92.861,31.938,996,1420,24.444,23.789
10,624.891,95.353,32.396,1164,1432,157.620,26.291
11,494.479,86.845,29.722,1100,1446,11.976,23.789
12,225.116,58.009,22.237,936,1440,146.310,13.791
13,358.633,72.320,25.928,883,1461,170.218,19.383
14,1256.768,136.862,46.994,1179,1478,173.541,35.941
15,205.709,61.320,23.854,1059,1492,175.764,11.454
16,517.767,91.312,32.694,1123,1511,14.036,21.805
17,530.187,92.861,30.137,982,1533,52.125,26.662
18,474.296,88.304,30.950,1018,1526,4.899,21.145
19,419.958,84.780,30.137,858,1539,164.745,19.797
20,100.914,45.977,17.731,1079,1546,26.565,9.456
21,486.716,108.115,31.374,1197,1541,141.843,23.961
22,256.166,69.098,28.699,855,1555,162.121,12.259
23,783.248,107.599,38.141,853,1589,6.633,28.142
24,118.768,45.247,16.717,987,1583,18.435,10.382
25,538.726,91.401,33.769,895,1603,172.504,22.026
26,520.872,87.663,30.774,973,1610,166.759,22.840
27,252.285,63.296,24.369,826,1611,167.471,14.097
28,296.532,74.296,24.480,1123,1629,30.256,18.394
29,127.307,45.033,17.840,1178,1630,147.095,10.639
30,218.906,59.771,22.907,972,1646,157.380,14.978
31,332.240,71.074,25.793,887,1660,172.147,17.621
32,229.774,66.215,20.436,1188,1667,172.569,16.307
33,586.854,92.558,31.287,1151,1705,9.728,25.551
34,737.449,105.409,36.983,1053,1716,12.381,26.432
