 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,207.262,57.279,19.503,2082,596,108.435,16.717
2,471.967,94.107,33.769,2090,691,82.504,22.640
3,109.453,48.771,18.979,2210,654,111.801,10.245
4,145.161,54.058,21.761,1878,712,68.629,10.309
5,137.398,50.017,18.163,1940,701,14.036,12.925
6,402.104,84.780,29.604,1994,714,36.529,21.805
7,225.892,65.360,21.814,1908,712,133.363,17.427
8,167.673,60.501,23.967,2038,731,143.973,11.454
9,206.486,53.541,18.523,2176,755,64.654,14.579
10,425.392,79.155,28.441,2208,766,73.811,20.216
11,437.812,77.002,26.284,2012,741,103.570,23.051
12,267.810,61.106,21.182,2114,765,73.072,16.740
13,115.663,40.263,15.883,2058,762,33.690,10.591
14,150.595,51.566,18.732,2122,776,41.186,12.159
15,342.332,71.288,24.193,2041,805,56.889,20.559
16,287.217,65.058,21.509,2119,802,34.992,18.979
17,625.667,94.534,33.352,2170,788,102.200,26.635
18,101.690,37.771,13.678,2116,829,165.069,9.692
19,181.645,54.574,20.436,2140,839,97.431,12.167
20,693.202,100.212,34.620,1903,891,75.256,26.432
21,646.626,97.845,35.517,2113,854,119.745,24.807
22,437.035,83.534,28.413,1880,859,97.125,21.145
23,222.787,69.098,27.666,1962,871,99.162,11.918
24,215.025,57.279,20.341,2074,896,94.970,14.774
25,513.109,86.417,31.038,2001,927,55.408,24.297
26,381.145,75.844,29.288,1918,932,68.839,17.997
27,117.216,40.565,14.207,1963,928,60.255,11.454
28,481.282,82.377,27.370,1828,988,56.821,24.429
29,332.240,86.542,29.552,2100,976,10.305,18.931
30,614.799,99.393,32.611,2018,998,38.418,28.027
31,544.936,89.034,29.617,1905,1002,59.621,24.151
32,219.682,56.122,19.323,1808,994,65.772,14.978
33,600.827,92.647,32.706,1990,1012,85.365,23.789
34,579.091,96.813,31.767,2160,1005,109.440,26.048
35,142.832,44.001,15.056,1879,1023,69.444,13.652
36,269.363,62.050,22.874,1832,1038,74.358,16.740
37,159.910,46.582,16.389,2075,1020,126.254,14.070
38,212.696,56.550,21.182,1902,1050,73.072,14.097
39,322.149,78.336,30.432,2018,1035,157.891,15.498
40,312.834,78.336,25.551,1805,1037,133.603,20.282
41,187.855,58.009,20.942,1828,1061,22.249,14.579
42,412.971,78.123,28.153,2015,1067,20.136,20.264
43,173.106,52.295,18.669,2048,1088,70.710,13.191
44,393.565,79.369,29.288,2112,1100,74.291,18.344
45,270.915,62.352,22.026,2154,1072,106.260,16.740
