 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,324.477,72.320,25.075,2062,890,108.435,18.805
2,269.363,64.844,21.761,2086,929,58.241,17.621
3,121.097,44.731,14.978,2178,935,151.928,12.215
4,346.989,77.732,25.732,2132,943,141.953,19.207
5,170.778,50.747,17.840,2078,941,122.905,13.706
6,531.739,90.583,30.137,2108,971,142.125,25.359
7,230.550,56.550,20.130,2258,971,113.199,15.859
8,143.608,51.993,17.555,2056,972,107.526,12.180
9,111.782,41.723,14.450,2282,990,127.569,11.214
10,279.454,63.082,21.310,2183,993,119.745,18.250
11,440.141,80.312,27.652,2088,1002,112.479,23.529
12,687.768,101.797,33.177,2156,1060,79.287,28.194
13,548.817,99.305,32.599,2288,1026,108.925,23.168
14,533.292,91.740,31.448,2124,1026,101.310,23.789
15,506.899,90.494,29.617,2340,1036,120.379,24.035
16,167.673,48.557,18.334,2078,1039,144.782,13.083
17,329.135,74.812,27.652,2251,1038,120.651,18.118
18,104.795,40.477,13.449,2074,1058,121.608,12.095
19,153.700,50.320,19.878,2008,1083,102.804,10.573
20,589.959,91.615,30.381,2114,1095,163.142,27.187
21,165.344,56.550,20.738,1982,1100,102.265,11.454
22,243.746,74.082,24.064,2060,1104,113.749,15.859
23,214.248,56.461,19.878,2300,1129,77.196,15.859
24,144.385,54.271,20.130,2146,1129,66.801,11.255
25,223.563,59.985,20.130,2016,1114,113.199,16.821
26,222.011,60.074,22.583,2210,1114,110.556,14.097
27,211.920,63.509,23.177,2353,1152,81.254,12.721
28,292.651,69.828,23.277,2298,1179,60.524,17.621
29,396.670,84.994,31.250,2174,1162,111.501,17.833
30,284.888,66.731,24.064,2206,1190,113.749,18.067
31,509.228,93.075,33.306,2248,1197,127.476,21.453
32,265.482,61.017,21.761,2292,1229,68.629,17.621
33,112.558,45.852,14.769,2294,1265,72.646,9.692
