 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,205.709,58.009,21.455,873,464,19.179,13.216
2,248.404,62.868,23.261,812,514,24.624,14.097
3,262.377,62.566,23.127,984,564,17.745,16.027
4,231.326,59.771,22.583,960,612,20.556,14.906
5,202.604,57.368,23.127,878,612,17.745,11.454
6,473.520,85.296,29.088,1047,638,35.134,23.674
7,315.939,85.510,28.468,1110,642,21.801,16.943
8,293.427,63.812,22.097,1194,667,23.499,18.292
9,389.683,81.344,30.163,978,694,173.290,16.740
10,113.334,52.812,22.463,984,712,11.310,8.524
11,180.869,62.477,24.811,1000,721,16.504,11.521
12,613.247,101.671,38.141,1076,760,6.633,21.145
