 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,169.225,62.993,20.341,1891,1508,175.030,13.035
2,119.544,50.445,17.970,2083,1527,168.690,11.454
3,439.364,89.123,37.182,1946,1542,13.707,17.621
4,405.209,85.082,33.212,1988,1550,21.801,18.125
5,310.505,82.163,33.895,1749,1549,171.027,13.216
6,441.693,100.764,34.043,2106,1577,169.563,21.771
7,246.075,63.598,25.928,1709,1593,170.218,13.216
8,395.117,86.417,34.765,1917,1597,171.254,15.512
9,726.581,110.393,41.475,1806,1619,167.735,23.789
10,455.666,85.901,32.694,2002,1614,165.964,19.383
11,367.172,78.123,30.278,1720,1651,171.634,16.740
12,577.539,99.821,36.123,1990,1653,167.320,21.624
13,576.763,101.885,38.857,1871,1671,176.100,19.600
14,442.469,88.304,32.156,1902,1699,170.538,19.383
15,194.842,61.017,23.723,2006,1703,164.932,11.616
16,461.100,107.510,33.177,2061,1721,169.287,20.264
17,556.580,95.139,36.391,1819,1723,173.047,20.264
18,410.643,97.631,31.038,1847,1745,173.480,22.907
19,313.610,77.179,31.448,1970,1750,11.310,14.382
20,209.591,71.804,25.913,1958,1776,162.181,15.437
21,214.248,60.288,21.437,2070,1790,170.538,14.097
22,182.422,63.296,23.261,1991,1827,155.376,12.312
23,365.619,78.123,29.407,1924,1855,171.384,16.740
