 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,247.628,60.288,20.283,1127,1481,34.380,16.740
2,497.584,85.510,29.552,938,1494,10.305,24.297
3,418.405,77.393,28.590,980,1481,123.690,20.617
4,216.577,57.368,21.219,1039,1489,175.236,13.216
5,138.951,54.271,16.389,916,1510,53.746,13.216
6,156.029,46.279,17.107,1129,1505,168.111,12.335
7,156.805,48.041,18.163,1102,1509,157.166,12.335
8,211.920,55.517,19.463,1002,1520,174.806,15.367
9,239.089,62.477,21.885,926,1552,49.899,16.097
10,185.527,53.025,18.163,1036,1571,22.834,14.097
11,345.437,86.631,29.813,1063,1580,18.970,15.575
12,235.207,59.558,21.292,1109,1591,24.444,14.978
13,415.300,80.098,28.981,963,1602,19.537,20.264
14,127.307,42.327,15.004,1139,1597,40.236,11.454
15,104.795,48.469,18.835,1076,1601,169.216,9.676
16,212.696,69.614,27.355,1067,1618,14.931,11.327
17,332.240,68.582,22.737,1139,1634,35.538,20.264
18,365.619,80.010,26.753,1075,1640,17.241,20.632
19,239.865,60.804,20.283,951,1683,55.620,16.717
20,302.742,64.328,22.237,1016,1690,33.690,19.207
21,124.978,40.779,14.664,1131,1691,32.735,11.821
22,103.243,37.255,13.478,1089,1690,11.310,10.573
23,213.472,56.336,20.283,975,1710,34.380,14.185
24,343.884,71.074,24.873,1149,1717,22.932,19.264
25,226.668,56.852,20.341,1119,1710,17.650,14.978
26,468.862,84.353,31.840,977,1731,14.421,20.389
27,102.467,38.287,14.584,1067,1722,154.983,10.471
28,217.353,56.550,19.701,1149,1735,169.695,14.978
29,100.914,36.525,13.098,964,1733,109.654,10.573
30,323.701,68.066,22.975,1114,1763,57.529,18.815
31,259.271,61.534,21.796,1073,1764,165.964,16.996
32,301.190,67.852,24.936,996,1799,32.005,16.740
33,434.707,78.852,26.898,1073,1805,31.608,22.026
34,115.663,43.271,17.377,1104,1815,30.466,9.602
35,181.645,66.304,25.075,1026,1818,18.435,12.335
36,314.386,65.574,22.566,1140,1828,38.660,18.851
37,319.044,70.130,23.127,976,1840,49.635,18.830
38,403.656,82.804,29.288,1100,1839,21.161,21.805
39,312.834,73.050,29.813,1007,1846,18.970,14.644
40,176.988,65.058,20.568,968,1863,170.134,15.643
