 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,112.558,42.969,15.612,1081,1416,163.610,11.454
2,236.760,63.812,25.060,1093,1446,10.125,13.216
3,441.693,97.417,33.584,896,1450,175.486,20.923
4,714.937,105.712,39.843,978,1482,18.034,23.789
5,220.458,65.058,26.666,811,1487,7.595,12.335
6,313.610,79.369,32.071,876,1480,159.075,16.761
7,211.920,60.892,25.060,1079,1490,169.875,11.454
8,119.544,45.336,17.818,1026,1570,171.469,8.811
9,192.513,65.574,25.913,1118,1608,162.181,12.614
10,343.108,83.195,34.765,1022,1645,8.746,14.534
11,272.468,66.304,25.060,1124,1651,169.875,15.378
12,595.393,117.869,36.508,912,1669,8.326,22.284
13,347.765,79.796,25.230,851,1694,155.225,18.502
14,111.005,47.828,20.738,929,1692,167.735,7.930
