 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,312.057,76.788,23.460,654,377,124.287,19.988
2,485.164,91.917,32.694,570,430,75.964,21.514
3,149.819,50.231,17.107,422,404,145.491,13.485
4,109.453,46.065,19.975,458,443,48.576,9.345
5,551.146,103.861,36.220,424,493,85.815,20.617
6,255.390,73.691,27.666,490,478,37.235,14.329
7,783.248,110.696,40.815,574,523,76.264,26.793
8,595.393,111.551,43.814,597,542,74.846,20.377
9,881.057,124.313,45.355,718,544,65.925,30.056
10,107.124,50.320,21.182,526,523,73.072,7.624
11,530.187,95.655,38.646,674,542,65.772,18.593
12,667.585,115.200,45.287,424,548,52.907,21.264
13,179.317,60.376,24.543,540,555,68.962,10.471
14,253.838,74.687,28.536,656,597,81.119,12.215
15,475.072,86.845,31.938,628,601,65.556,20.451
16,510.780,86.631,31.138,385,606,64.885,22.907
17,215.801,62.352,23.935,554,586,96.340,11.454
18,336.898,74.812,30.317,712,617,54.462,16.821
19,143.608,53.328,20.436,542,616,82.569,9.692
20,207.262,58.312,23.410,572,628,70.201,12.746
21,200.276,60.376,23.410,485,629,70.201,13.216
22,180.093,57.279,23.261,442,629,65.376,11.365
23,130.412,45.549,17.107,697,639,78.111,10.573
24,365.619,76.877,27.440,502,647,47.603,18.946
25,180.093,55.304,21.761,664,647,58.241,12.123
26,208.038,59.344,20.111,596,654,61.189,16.560
27,118.768,45.033,18.334,405,661,54.782,9.774
28,477.401,90.494,30.432,626,679,67.891,23.963
29,311.281,85.599,33.998,339,681,58.782,14.973
30,331.464,78.764,32.789,530,694,59.300,13.901
31,575.210,95.353,35.088,455,699,61.504,23.610
32,750.645,112.369,41.857,480,714,59.657,25.785
33,591.512,98.877,38.120,555,711,56.310,21.732
34,576.763,94.107,36.423,643,724,57.848,22.459
35,548.817,94.018,35.242,398,723,53.130,20.969
