 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,470.415,84.566,30.317,1486,1324,35.538,21.748
2,303.518,65.788,23.707,1419,1358,131.987,17.444
3,233.655,64.844,25.429,1274,1362,165.964,13.239
4,142.056,45.763,17.555,1198,1372,162.474,11.539
5,132.741,45.033,16.246,1269,1375,167.471,11.423
6,110.229,40.779,15.612,1470,1379,163.610,10.030
7,240.641,62.050,24.193,1350,1412,10.491,14.978
8,423.839,79.796,28.981,1452,1445,70.463,21.145
9,253.061,64.844,23.261,1247,1441,24.624,17.048
10,178.540,51.779,18.979,1281,1443,21.801,13.706
11,394.341,75.542,27.355,1319,1467,14.931,20.264
12,170.001,48.469,17.840,1484,1466,20.225,13.083
13,402.880,77.820,27.596,1579,1484,16.699,21.145
14,108.677,42.239,16.947,1393,1488,27.897,10.457
15,174.659,61.747,22.975,1407,1502,57.529,11.214
16,158.357,51.352,18.855,1520,1495,37.405,12.901
17,278.678,70.772,23.723,1446,1516,58.671,17.797
18,262.377,64.844,23.967,1296,1517,162.897,14.816
19,162.239,52.295,21.182,1299,1539,16.928,11.325
20,107.124,40.263,15.081,1368,1538,173.290,10.022
21,170.778,56.033,22.652,1585,1560,13.496,11.298
22,256.943,79.796,29.917,1505,1578,13.627,12.925
23,116.439,43.271,16.947,1372,1602,171.027,9.692
24,157.581,51.566,17.621,1423,1622,53.130,13.599
25,521.648,89.123,31.840,1342,1642,14.421,22.026
26,366.396,72.106,23.805,1631,1656,38.991,21.453
27,313.610,66.518,22.907,1481,1656,22.620,19.313
28,203.381,54.058,18.917,1284,1643,117.759,15.249
29,395.117,82.377,28.413,1556,1657,150.255,21.029
30,253.061,66.820,20.625,1296,1668,160.017,19.142
31,193.289,56.033,20.942,1388,1709,14.621,13.949
32,208.038,54.787,19.878,1335,1714,167.196,14.744
