 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,666.033,100.123,35.077,1838,1391,64.722,27.781
2,602.379,96.171,33.166,1808,1409,163.009,24.584
3,829.048,112.281,40.124,1946,1439,8.842,29.160
4,487.492,102.829,34.642,1758,1469,7.306,20.034
5,502.241,90.796,30.938,1830,1468,160.017,23.058
6,702.517,126.075,33.998,1953,1488,31.218,29.956
7,266.258,80.010,24.432,1346,1483,25.641,20.264
8,491.374,86.845,31.840,1617,1474,165.579,22.767
9,137.398,50.533,16.947,1464,1497,27.897,14.097
10,562.014,104.289,37.046,1769,1495,177.274,22.907
11,508.452,108.329,37.182,1998,1511,166.293,25.336
12,267.810,70.433,27.820,1678,1509,169.046,13.463
13,447.903,86.631,30.988,1950,1537,14.826,21.732
14,630.325,103.220,40.182,1552,1536,15.255,22.026
15,655.165,101.885,38.777,1626,1546,21.318,23.841
16,935.396,129.083,40.815,1705,1575,13.736,33.722
17,493.703,92.647,34.553,1908,1570,19.359,19.988
18,728.910,124.829,47.650,1802,1579,3.180,25.161
19,104.019,43.573,18.690,1459,1575,8.130,7.737
20,521.648,91.615,33.119,1571,1605,28.610,21.732
21,121.873,46.065,17.709,1448,1592,174.289,9.676
22,683.887,104.591,38.415,1609,1615,36.607,25.611
23,196.394,60.074,23.327,1418,1639,169.114,11.454
24,264.705,68.154,28.441,1746,1637,163.811,12.441
25,217.353,65.788,23.723,1669,1650,158.199,14.767
26,1400.376,148.076,49.879,1707,1679,17.475,38.364
27,222.011,61.534,24.048,1809,1654,151.557,12.922
28,471.191,90.671,32.694,1470,1668,14.036,19.621
29,100.914,47.098,19.799,2092,1663,20.854,8.180
30,471.967,88.393,32.647,1789,1674,176.906,20.178
31,520.872,102.917,36.391,1390,1674,173.047,20.264
32,449.456,87.272,31.448,1642,1690,11.310,20.695
33,505.347,101.797,38.252,1497,1697,14.676,21.277
34,255.390,79.066,33.434,1529,1714,18.435,13.980
35,267.810,71.376,29.617,1534,1728,22.751,14.103
36,114.887,48.255,17.970,1574,1772,11.310,10.429
