 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,364.067,72.622,25.913,1859,1246,162.181,18.502
2,189.408,65.485,18.855,1906,1286,52.595,15.575
3,312.057,68.582,25.687,1854,1268,120.964,17.265
4,174.659,50.231,18.523,1838,1284,154.654,13.083
5,296.532,74.812,24.048,1921,1312,61.557,17.550
6,545.712,88.091,30.163,1964,1315,173.290,24.429
7,190.184,51.566,18.163,1892,1308,129.094,14.417
8,298.861,66.606,23.967,1946,1307,107.103,16.740
9,228.997,70.772,22.237,2023,1315,123.690,15.240
10,365.619,83.534,26.284,2088,1335,129.560,21.182
11,195.618,52.723,18.163,1911,1365,75.964,14.978
12,226.668,66.001,20.130,2128,1349,156.801,17.337
13,124.978,55.001,16.246,1968,1358,167.471,13.003
14,234.431,59.985,20.794,1997,1364,143.616,15.563
15,416.076,96.813,28.536,2058,1381,8.881,23.381
16,236.760,56.852,18.917,1935,1380,27.759,16.740
17,336.121,69.614,23.261,2165,1366,114.624,19.525
18,388.907,74.082,25.429,2109,1385,14.036,21.145
19,110.229,40.049,13.931,2062,1390,108.435,11.454
20,249.956,61.231,22.184,2184,1411,6.843,17.274
21,419.958,79.582,29.617,2077,1410,157.249,20.521
22,102.467,37.985,14.234,2118,1411,158.199,10.587
23,321.372,66.304,22.097,2021,1432,66.501,19.659
24,453.337,81.558,28.468,2154,1423,158.199,22.459
25,391.236,80.828,25.913,2028,1441,144.689,21.597
26,226.668,61.017,21.016,2082,1440,123.024,16.155
27,312.057,81.256,25.368,2160,1452,159.677,19.693
28,272.468,61.534,20.942,2118,1476,75.379,18.352
29,280.231,62.566,21.310,2142,1471,97.125,17.621
30,299.637,65.058,23.127,2163,1477,130.365,18.067
