 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,213.472,60.590,22.026,304,1057,163.740,15.859
2,407.538,82.377,32.156,119,1072,170.538,16.447
3,292.651,74.598,29.407,487,1079,171.384,15.450
4,541.831,91.829,32.919,322,1090,15.524,22.907
5,752.198,123.067,39.804,432,1106,5.080,29.122
6,1239.690,135.704,45.993,158,1104,163.301,34.270
7,176.211,50.533,17.107,269,1103,124.509,14.906
8,481.282,91.099,31.938,25,1129,155.556,21.120
9,536.397,97.845,31.250,446,1153,21.501,25.217
10,418.405,82.288,28.981,258,1142,160.463,21.072
11,255.390,67.336,23.935,505,1142,6.340,15.859
12,298.861,72.534,24.193,340,1138,146.889,18.488
13,645.074,109.361,40.872,116,1154,172.569,23.254
14,160.686,63.384,22.463,269,1169,168.690,10.573
15,341.555,76.574,26.505,26,1174,158.552,18.502
16,732.791,105.196,36.508,217,1184,160.253,26.354
17,300.413,84.353,28.536,270,1184,171.119,17.621
18,306.623,77.820,25.429,77,1212,165.964,16.740
19,505.347,103.131,32.071,343,1214,164.055,23.789
20,670.690,113.401,35.951,409,1224,162.897,26.346
21,224.340,66.304,24.543,16,1231,21.038,14.507
22,106.348,39.747,13.449,514,1223,148.392,11.454
23,129.636,51.779,18.163,293,1243,157.166,11.860
