 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,228.221,58.223,22.237,1233,610,146.310,13.083
2,194.065,58.525,19.701,1338,628,26.565,15.665
3,285.664,66.731,25.414,1217,617,146.310,15.575
4,479.730,82.590,27.027,1189,622,109.026,23.924
5,301.966,70.772,23.460,1324,678,55.713,19.060
6,316.715,69.526,23.410,1234,664,160.201,18.742
7,190.184,58.312,20.794,1195,681,143.616,13.817
8,217.353,57.796,22.026,1124,691,143.130,14.952
9,259.271,76.058,23.805,1016,693,141.009,17.584
10,364.843,71.074,24.826,984,718,152.526,20.969
11,147.490,45.033,16.198,1136,722,157.620,13.216
12,112.558,38.501,14.234,1123,725,111.801,11.214
13,220.458,58.098,19.799,1246,729,147.724,16.494
14,267.810,66.090,21.761,1088,764,31.759,17.928
15,102.467,43.485,14.584,1148,780,25.017,12.328
