 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,105.572,38.803,13.931,506,258,145.305,10.886
2,733.568,122.337,38.777,461,266,111.318,29.075
3,373.382,74.082,27.355,365,320,75.069,18.975
4,756.079,116.749,34.032,549,348,68.749,31.366
5,648.955,97.329,31.767,432,328,160.560,28.346
6,443.246,81.256,28.699,492,350,107.879,21.697
7,319.044,75.542,26.955,510,350,101.310,17.621
8,426.944,81.558,28.000,366,398,77.276,20.264
9,214.248,60.288,24.048,539,396,61.557,13.333
10,518.543,88.393,30.648,552,411,71.565,23.506
11,881.834,113.954,39.016,404,424,6.483,32.300
12,695.531,111.765,35.209,692,430,121.701,28.540
13,839.915,112.067,36.983,470,431,102.381,31.966
14,905.898,116.019,38.616,581,483,62.850,31.773
15,148.266,48.557,18.669,530,445,109.290,11.339
16,115.663,42.755,17.621,518,457,126.870,9.774
17,445.574,81.042,29.617,500,475,149.621,20.389
18,736.673,104.377,37.172,337,500,31.430,28.609
19,114.887,42.025,14.450,673,480,142.431,11.454
20,909.779,130.632,44.761,434,516,100.204,28.065
21,739.778,111.728,40.995,408,565,81.347,22.255
22,745.211,103.345,35.680,482,601,32.905,28.658
23,406.761,82.893,32.156,533,610,80.538,17.452
24,786.353,107.776,38.485,670,618,74.055,25.460
25,776.262,110.607,36.220,432,630,48.945,30.369
26,663.704,99.393,36.646,616,637,80.311,24.670
27,477.401,84.139,28.699,373,649,72.121,22.353
28,281.007,68.796,26.446,477,644,91.909,15.517
29,461.100,83.925,30.278,635,646,98.366,20.264
30,374.158,74.598,26.505,591,665,105.422,18.502
31,346.989,77.090,29.288,428,677,111.161,18.488
32,330.688,70.344,26.753,554,714,72.759,17.416
33,547.265,89.639,32.919,668,734,74.476,22.731
34,422.286,81.344,30.111,603,700,110.556,19.383
35,550.370,93.075,34.032,464,708,111.251,21.802
36,199.499,56.122,20.942,722,754,112.249,13.083
