"","X","source_file","xylem_id","Area","Perim.","Feret","FeretX","FeretY","FeretAngle","MinFeret","plant","age_class","nin_type","treatment","plant_direction","subset","subset_id","subset_area","subset_damage","whole_plant_damage","cardinal_direction_damage","warped","folds","late_season_missing","circ","duplicate_subset","suspicious_age"
"9852",11501,"PIO-BH5-S-SUBSET-2.csv",24,121.097,43.057,16.198,1338,1041,157.62,11.156,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",2,"PIO-BH5-S-2",67500.631,3,1,2,0,0,1,0.820418584401991,0,1
"9853",11502,"PIO-BH5-S-SUBSET-2.csv",25,191.737,56.033,19.503,1211,1058,161.565,15.859,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",2,"PIO-BH5-S-2",67500.631,3,1,2,0,0,1,0.767021993439189,0,1
"9854",11503,"PIO-BH5-S-SUBSET-3.csv",1,194.065,52.295,18.163,682,997,157.166,15.599,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.891284843541654,0,1
"9855",11504,"PIO-BH5-S-SUBSET-3.csv",2,181.645,52.812,17.84,652,1000,122.905,13.524,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.817989743172825,0,1
"9856",11505,"PIO-BH5-S-SUBSET-3.csv",3,121.873,42.969,17.107,318,1024,55.491,9.968,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.829061309206288,0,1
"9857",11506,"PIO-BH5-S-SUBSET-3.csv",4,218.906,56.55,21.182,626,1043,73.072,14.097,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.859769602106381,0,1
"9858",11507,"PIO-BH5-S-SUBSET-3.csv",5,145.161,45.763,17.488,466,1044,40.914,11.837,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.870583870934026,0,1
"9859",11508,"PIO-BH5-S-SUBSET-3.csv",6,227.445,61.017,24.305,299,1057,43.531,13.706,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.767298468483501,0,1
"9860",11509,"PIO-BH5-S-SUBSET-3.csv",7,263.929,65.272,22.514,525,1053,30.579,17.892,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.778077597833751,0,1
"9861",11510,"PIO-BH5-S-SUBSET-3.csv",8,151.371,53.755,18.855,574,1064,52.595,12.46,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.657952569058411,0,1
"9862",11511,"PIO-BH5-S-SUBSET-3.csv",9,186.303,50.622,18.334,334,1065,35.218,14.097,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.913126378118152,0,1
"9863",11512,"PIO-BH5-S-SUBSET-3.csv",10,111.782,41.207,14.343,454,1058,100.62,11.729,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.82683627128131,0,1
"9864",11513,"PIO-BH5-S-SUBSET-3.csv",11,300.413,66.82,23.805,610,1085,51.009,18.163,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.845075321074609,0,1
"9865",11514,"PIO-BH5-S-SUBSET-3.csv",12,142.832,47.739,17.84,300,1085,69.775,12.335,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.787169977495701,0,1
"9866",11515,"PIO-BH5-S-SUBSET-3.csv",13,285.664,68.796,26.637,630,1096,55.784,15.543,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.75808652453474,0,1
"9867",11516,"PIO-BH5-S-SUBSET-3.csv",14,127.307,46.279,19.06,335,1092,56.31,10.245,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.746575942574691,0,1
"9868",11517,"PIO-BH5-S-SUBSET-3.csv",15,332.24,72.106,26.432,659,1103,53.13,18.293,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.802599249046565,0,1
"9869",11518,"PIO-BH5-S-SUBSET-3.csv",16,170.778,51.779,20.091,374,1102,37.875,12.159,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.800044686423904,0,1
"9870",11519,"PIO-BH5-S-SUBSET-3.csv",17,171.554,49.287,16.925,338,1123,38.66,14.329,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.887004288103537,0,1
"9871",11520,"PIO-BH5-S-SUBSET-3.csv",18,144.385,47.828,16.624,501,1128,57.995,13.312,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.792770124559619,0,1
"9872",11521,"PIO-BH5-S-SUBSET-3.csv",19,298.085,65.272,24.048,616,1134,8.427,17.621,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-S",3,"PIO-BH5-S-3",50894.836,2,1,2,0,0,1,0.878771414851243,0,1
"9873",11522,"PIO-BH5-W-SUBSET-1.csv",1,244.523,63.509,24.543,1343,1293,21.038,15.575,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.761445467457031,0,1
"9874",11523,"PIO-BH5-W-SUBSET-1.csv",2,264.705,63.509,23.935,1297,1296,6.34,15.859,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.824292285237844,0,1
"9875",11524,"PIO-BH5-W-SUBSET-1.csv",3,281.783,65.574,22.026,1442,1309,36.87,18.736,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.823078154697835,0,1
"9876",11525,"PIO-BH5-W-SUBSET-1.csv",4,161.462,56.977,18.163,1236,1309,104.036,14.097,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.624684614527895,0,1
"9877",11526,"PIO-BH5-W-SUBSET-1.csv",5,265.482,63.598,21.328,1396,1311,141.71,17.885,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.824399658828668,0,1
"9878",11527,"PIO-BH5-W-SUBSET-1.csv",6,249.18,61.534,21.328,1470,1335,38.29,17.444,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.82655646384267,0,1
"9879",11528,"PIO-BH5-W-SUBSET-1.csv",7,260.824,67.461,22.874,1200,1340,15.642,15.854,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.719832815343115,0,1
"9880",11529,"PIO-BH5-W-SUBSET-1.csv",8,260.048,62.352,22.857,1364,1328,152.447,15.859,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.840122044361582,0,1
"9881",11530,"PIO-BH5-W-SUBSET-1.csv",9,207.262,59.344,22.583,1522,1328,159.444,13.107,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.73918933462221,0,1
"9882",11531,"PIO-BH5-W-SUBSET-1.csv",10,250.733,62.993,23.177,1314,1357,8.746,15.271,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.79362721600322,0,1
"9883",11532,"PIO-BH5-W-SUBSET-1.csv",11,202.604,54.058,19.563,1459,1362,35.838,13.743,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.870798569408381,0,1
"9884",11533,"PIO-BH5-W-SUBSET-1.csv",12,291.874,67.638,25.23,1386,1369,24.775,14.978,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.801315483629719,0,1
"9885",11534,"PIO-BH5-W-SUBSET-1.csv",13,395.117,77.518,26.49,1517,1371,176.186,21.003,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.825867235435114,0,1
"9886",11535,"PIO-BH5-W-SUBSET-1.csv",14,249.18,62.477,20.568,1238,1376,99.866,18.488,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.801793416172231,0,1
"9887",11536,"PIO-BH5-W-SUBSET-1.csv",15,338.45,71.288,24.811,1428,1395,173.884,18.502,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.836471785271529,0,1
"9888",11537,"PIO-BH5-W-SUBSET-1.csv",16,145.161,48.771,16.925,1514,1414,38.66,13.075,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.766507255065059,0,1
"9889",11538,"PIO-BH5-W-SUBSET-1.csv",17,218.906,62.477,24.826,1325,1431,27.474,13,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.704379924394408,0,1
"9890",11539,"PIO-BH5-W-SUBSET-1.csv",18,105.572,43.271,18.586,1336,1436,31.43,8.668,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.708181413961595,0,1
"9891",11540,"PIO-BH5-W-SUBSET-1.csv",19,210.367,57.066,22.289,1538,1437,18.435,13.827,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.811357750081265,0,1
"9892",11541,"PIO-BH5-W-SUBSET-1.csv",20,483.611,84.353,28.59,1208,1453,33.69,22.907,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.853659630892377,0,1
"9893",11542,"PIO-BH5-W-SUBSET-1.csv",21,177.764,57.493,20.436,1471,1456,7.431,12.574,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.675466028598922,0,1
"9894",11543,"PIO-BH5-W-SUBSET-1.csv",22,333.016,69.526,26.402,1532,1475,25.71,18.067,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.865287144004443,0,1
"9895",11544,"PIO-BH5-W-SUBSET-1.csv",23,308.176,73.566,28.468,1567,1485,21.801,16.155,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.715210970928975,0,1
"9896",11545,"PIO-BH5-W-SUBSET-1.csv",24,555.027,87.788,28.685,1219,1505,79.38,25.543,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.904551795249025,0,1
"9897",11546,"PIO-BH5-W-SUBSET-1.csv",25,225.892,57.582,21.761,1465,1490,21.371,14.978,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.855691069805665,0,1
"9898",11547,"PIO-BH5-W-SUBSET-1.csv",26,376.487,76.058,27.355,1492,1492,165.069,19.126,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.817428587213532,0,1
"9899",11548,"PIO-BH5-W-SUBSET-1.csv",27,410.643,76.877,27.355,1362,1500,14.931,20.264,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.872692429928137,0,1
"9900",11549,"PIO-BH5-W-SUBSET-1.csv",28,345.437,69.312,24.369,1412,1524,40.601,19.313,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.903112038548618,0,1
"9901",11550,"PIO-BH5-W-SUBSET-1.csv",29,273.244,63.812,22.907,1580,1523,22.62,17.526,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.842821412546758,0,1
"9902",11551,"PIO-BH5-W-SUBSET-1.csv",30,201.052,56.247,17.97,1332,1509,101.31,15.734,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.798177184431771,0,1
"9903",11552,"PIO-BH5-W-SUBSET-1.csv",31,234.431,58.312,20.568,1469,1565,46.736,16.821,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.86594200143457,0,1
"9904",11553,"PIO-BH5-W-SUBSET-1.csv",32,142.832,45.033,15.412,1331,1552,149.036,13.305,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.884613163240218,0,1
"9905",11554,"PIO-BH5-W-SUBSET-1.csv",33,504.57,85.385,29.341,1427,1589,48.652,22.065,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.869256404538737,0,1
"9906",11555,"PIO-BH5-W-SUBSET-1.csv",34,294.203,65.058,21.328,1544,1585,51.71,19.383,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.873042367723748,0,1
"9907",11556,"PIO-BH5-W-SUBSET-1.csv",35,187.079,51.049,17.621,1315,1585,53.13,14.398,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.901654596483694,0,1
"9908",11557,"PIO-BH5-W-SUBSET-1.csv",36,294.203,65.788,22.463,1507,1592,48.18,18.067,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.853774872353091,0,1
"9909",11558,"PIO-BH5-W-SUBSET-1.csv",37,139.727,46.065,17.84,1370,1585,20.225,11.298,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.827042491326721,0,1
"9910",11559,"PIO-BH5-W-SUBSET-1.csv",38,348.542,70.042,24.811,1498,1624,16.504,19.782,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.89233449369368,0,1
"9911",11560,"PIO-BH5-W-SUBSET-1.csv",39,339.226,70.558,25.245,1296,1629,29.249,19.352,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.855827518444824,0,1
"9912",11561,"PIO-BH5-W-SUBSET-1.csv",40,202.604,59.042,21.455,1426,1645,19.179,14.097,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",1,"PIO-BH5-W-1",135122.358,1,1,2,0,0,0,0.729987685530662,0,1
"9913",11562,"PIO-BH5-W-SUBSET-2.csv",1,496.031,86.328,29.617,1342,726,157.249,23.583,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.835978482963228,0,1
"9914",11563,"PIO-BH5-W-SUBSET-2.csv",2,208.038,64.328,20.568,1209,730,133.264,15.761,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.631440176457921,0,1
"9915",11564,"PIO-BH5-W-SUBSET-2.csv",3,429.273,79.582,28.861,1435,753,167.661,20.264,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.851321328781414,0,1
"9916",11565,"PIO-BH5-W-SUBSET-2.csv",4,196.394,56.122,20.55,1383,762,149.036,13.035,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.783161944708266,0,1
"9917",11566,"PIO-BH5-W-SUBSET-2.csv",5,273.244,66.304,23.51,1407,788,167.005,14.978,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.780658000565548,0,1
"9918",11567,"PIO-BH5-W-SUBSET-2.csv",6,517.767,88.607,30.774,1268,809,166.759,22.026,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.828300533433496,0,1
"9919",11568,"PIO-BH5-W-SUBSET-2.csv",7,107.9,38.803,13.931,1477,810,145.305,10.573,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.900078683694952,0,1
"9920",11569,"PIO-BH5-W-SUBSET-2.csv",8,194.842,54.574,21.182,1139,813,163.072,12.816,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.821676081551379,0,1
"9921",11570,"PIO-BH5-W-SUBSET-2.csv",9,486.716,86.115,31.038,1347,829,173.48,21,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.824342423598252,0,1
"9922",11571,"PIO-BH5-W-SUBSET-2.csv",10,277.126,64.239,20.625,1453,829,160.017,18.946,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.843469473158534,0,1
"9923",11572,"PIO-BH5-W-SUBSET-2.csv",11,177.764,49.803,17.621,1198,848,36.87,14.579,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.900165667649318,0,1
"9924",11573,"PIO-BH5-W-SUBSET-2.csv",12,294.98,65.36,23.41,1233,851,19.799,17.376,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.867277588095085,0,1
"9925",11574,"PIO-BH5-W-SUBSET-2.csv",13,377.263,74.812,24.193,1333,845,146.889,22.481,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.846625456844957,0,1
"9926",11575,"PIO-BH5-W-SUBSET-2.csv",14,218.13,62.566,21.219,1295,863,175.236,16.549,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.699887533858705,0,1
"9927",11576,"PIO-BH5-W-SUBSET-2.csv",15,271.692,62.78,22.237,1128,889,33.69,17.444,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.865812531632736,0,1
"9928",11577,"PIO-BH5-W-SUBSET-2.csv",16,152.924,50.533,18.835,1486,900,10.784,11.454,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.75216847108104,0,1
"9929",11578,"PIO-BH5-W-SUBSET-2.csv",17,450.232,80.828,29.813,1412,920,18.97,21.877,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.86557027329127,0,1
"9930",11579,"PIO-BH5-W-SUBSET-2.csv",18,278.678,71.074,28.208,1259,912,14.47,13.216,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.692900394432205,0,1
"9931",11580,"PIO-BH5-W-SUBSET-2.csv",19,541.055,88.82,30.381,1351,930,163.142,25.551,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.861409221284077,0,1
"9932",11582,"PIO-BH5-W-SUBSET-2.csv",21,185.527,52.082,18.979,1445,947,158.199,13.216,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.859055959498935,0,1
"9933",11583,"PIO-BH5-W-SUBSET-2.csv",22,123.426,49.59,19.701,1411,986,10.305,8.811,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.63038820323019,0,1
"9934",11585,"PIO-BH5-W-SUBSET-2.csv",24,199.499,53.755,19.701,1392,1015,10.305,14.973,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.867146808666019,0,1
"9935",11586,"PIO-BH5-W-SUBSET-2.csv",25,457.218,81.131,27.142,1117,1038,166.866,22.677,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.872447496898237,0,1
"9936",11587,"PIO-BH5-W-SUBSET-2.csv",26,251.509,60.59,22.583,1411,1054,159.444,15.859,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.860480959621324,0,1
"9937",11588,"PIO-BH5-W-SUBSET-2.csv",27,213.472,58.312,20.942,1170,1070,22.249,13.996,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.788523578068773,0,1
"9938",11589,"PIO-BH5-W-SUBSET-2.csv",28,168.449,50.747,19.243,1367,1063,164.055,12.335,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",2,"PIO-BH5-W-2",135982.456,2,1,2,0,0,0,0.821556299448829,0,1
"9939",11590,"PIO-BH5-W-SUBSET-3.csv",1,344.66,77.304,23.805,1504,202,38.991,20.264,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.724396911507153,0,1
"9940",11591,"PIO-BH5-W-SUBSET-3.csv",2,145.161,52.723,18.586,1643,219,148.57,12.609,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.655902615106084,0,1
"9941",11592,"PIO-BH5-W-SUBSET-3.csv",3,319.82,73.78,23.46,1646,249,145.713,19.307,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.73793474052411,0,1
"9942",11593,"PIO-BH5-W-SUBSET-3.csv",4,227.445,65.485,23.46,1605,258,145.713,15.714,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.666165856540011,0,1
"9943",11594,"PIO-BH5-W-SUBSET-3.csv",5,489.821,86.115,30.774,1559,264,156.371,22.011,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.829601308092028,0,1
"9944",11595,"PIO-BH5-W-SUBSET-3.csv",6,470.415,84.05,28.413,1399,275,150.255,24.297,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.836364066175448,0,1
"9945",11596,"PIO-BH5-W-SUBSET-3.csv",7,145.161,50.017,17.84,1654,279,159.775,12.335,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.728793200375251,0,1
"9946",11597,"PIO-BH5-W-SUBSET-3.csv",8,434.707,79.369,28.249,1528,297,176.424,20.264,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.866731251336432,0,1
"9947",11598,"PIO-BH5-W-SUBSET-3.csv",9,126.531,47.223,18.586,1457,328,148.57,10.591,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.712655157519129,0,1
"9948",11599,"PIO-BH5-W-SUBSET-3.csv",10,516.99,86.845,28.468,1568,342,158.199,25.551,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.860958351461822,0,1
"9949",11600,"PIO-BH5-W-SUBSET-3.csv",11,215.801,56.763,19.463,1381,351,174.806,15.859,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.841225465942021,0,1
"9950",11601,"PIO-BH5-W-SUBSET-3.csv",12,187.855,54.574,19.563,1629,361,35.838,14.437,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.792210921155779,0,1
"9951",11602,"PIO-BH5-W-SUBSET-3.csv",13,346.213,75.24,27.987,1507,374,151.821,17.337,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.76813125519161,0,1
"9952",11604,"PIO-BH5-W-SUBSET-3.csv",15,248.404,68.796,24.048,1623,418,151.557,14.978,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.659207058084069,0,1
"9953",11605,"PIO-BH5-W-SUBSET-3.csv",16,326.806,72.32,26.284,1410,427,140.44,18.305,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.784806923750881,0,1
"9954",11606,"PIO-BH5-W-SUBSET-3.csv",17,287.993,68.493,23.261,1511,433,155.376,18.395,"PIO-BH5","PIO","BH","PIO-BH","PIO-BH5-W",3,"PIO-BH5-W-3",108076.617,1,1,2,0,0,0,0.771044056362916,0,1
