"","X","source_file","xylem_id","Area","Perim.","Feret","FeretX","FeretY","FeretAngle","MinFeret","plant","age_class","nin_type","treatment","plant_direction","subset","subset_id","subset_area","subset_damage","whole_plant_damage","cardinal_direction_damage","warped","folds","late_season_missing","circ","duplicate_subset","suspicious_age"
"1",1,"BUI-BH1-E-SUBSET-1.csv",1,242.194,57.884,20.283,1872,485,145.62,15.859,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",1,"BUI-BH1-E-1",57777.95,2,2,2,0,2,0,0.90789568003158,0,0
"2",3,"BUI-BH1-E-SUBSET-1.csv",3,319.82,81.131,25.414,1714,552,146.31,19.999,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",1,"BUI-BH1-E-1",57777.95,2,2,2,0,2,0,0.610269408592825,0,0
"3",4,"BUI-BH1-E-SUBSET-2.csv",1,516.214,90.369,32.396,1712,890,157.62,22.01,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.793926804907452,0,0
"4",5,"BUI-BH1-E-SUBSET-2.csv",2,100.138,39.533,16.078,1654,895,170.538,8.811,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.804764865634579,0,0
"5",6,"BUI-BH1-E-SUBSET-2.csv",3,143.608,49.287,16.624,1589,922,32.005,12.841,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.742512047553382,0,0
"6",7,"BUI-BH1-E-SUBSET-2.csv",4,651.284,98.147,35.517,1695,981,172.875,24.147,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.849192187058777,0,0
"7",8,"BUI-BH1-E-SUBSET-2.csv",5,489.045,98.575,29.904,1557,1003,45,26.642,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.632127800873325,0,0
"8",9,"BUI-BH1-E-SUBSET-2.csv",6,316.715,71.59,28.699,1573,1004,162.121,15.846,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.776164092366784,0,0
"9",10,"BUI-BH1-E-SUBSET-2.csv",7,383.473,74.812,26.505,1753,1047,21.448,19.224,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.860561475184967,0,0
"10",12,"BUI-BH1-E-SUBSET-2.csv",9,484.387,85.901,32.071,1662,1060,15.945,21.057,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.824490544098579,0,0
"11",13,"BUI-BH1-E-SUBSET-2.csv",10,308.952,75.631,30.887,1568,1053,176.73,13.216,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.678392386004248,0,0
"12",14,"BUI-BH1-E-SUBSET-2.csv",11,473.52,84.869,32.312,1640,1115,168.996,20.044,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.825714281934379,0,0
"13",16,"BUI-BH1-E-SUBSET-2.csv",13,154.476,52.598,20.111,1519,1136,151.189,11.037,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.701313490708696,0,0
"14",17,"BUI-BH1-E-SUBSET-2.csv",14,370.277,83.32,28,1580,1168,12.724,21.145,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.669912148017615,0,0
"15",18,"BUI-BH1-E-SUBSET-2.csv",15,628.772,97.933,37.182,1650,1164,13.707,22.618,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.823426265864518,0,0
"16",19,"BUI-BH1-E-SUBSET-2.csv",16,120.321,45.033,17.107,1714,1157,168.111,9.692,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.745193937032502,0,0
"17",20,"BUI-BH1-E-SUBSET-2.csv",17,358.633,73.566,27.82,1533,1168,169.046,17.553,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",2,"BUI-BH1-E-2",88940.208,2,2,2,0,2,0,0.832310939648679,0,0
"18",21,"BUI-BH1-E-SUBSET-3.csv",1,750.645,109.663,40.872,1521,1371,172.569,25.336,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.783978207328122,0,0
"19",22,"BUI-BH1-E-SUBSET-3.csv",2,101.69,38.501,15.387,1459,1370,13.241,9.692,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.86163606217681,0,0
"20",23,"BUI-BH1-E-SUBSET-3.csv",3,179.317,52.295,20.738,1452,1394,167.735,12.335,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.823551512582685,0,0
"21",24,"BUI-BH1-E-SUBSET-3.csv",4,340.003,74.598,25.368,1624,1400,159.677,20.264,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.767393330488296,0,0
"22",25,"BUI-BH1-E-SUBSET-3.csv",5,600.05,93.075,34.406,1469,1429,166.675,24.518,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.869983447479566,0,0
"23",26,"BUI-BH1-E-SUBSET-3.csv",6,105.572,42.327,17.31,1425,1424,165.256,7.93,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.740122167672955,0,0
"24",27,"BUI-BH1-E-SUBSET-3.csv",7,1032.428,122.124,44.246,1545,1448,12.653,31.473,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.869455527064295,0,0
"25",28,"BUI-BH1-E-SUBSET-3.csv",8,142.056,45.549,17.107,1619,1436,11.889,11.454,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.859986289726857,0,0
"26",29,"BUI-BH1-E-SUBSET-3.csv",9,208.038,59.13,23.51,1417,1434,167.005,11.712,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.747337115384302,0,0
"27",31,"BUI-BH1-E-SUBSET-3.csv",11,305.847,68.368,25.928,1472,1468,170.218,15.859,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.821841586334803,0,0
"28",32,"BUI-BH1-E-SUBSET-3.csv",12,736.673,110.305,37.639,1589,1473,159.444,28.441,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.76045583077285,0,0
"29",33,"BUI-BH1-E-SUBSET-3.csv",13,1080.557,128.958,45.747,1522,1486,164.358,31.115,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.816095047553851,0,0
"30",34,"BUI-BH1-E-SUBSET-3.csv",14,166.12,50.836,19.878,1376,1513,167.196,11.423,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.807362957601171,0,0
"31",35,"BUI-BH1-E-SUBSET-3.csv",15,201.828,56.033,22.652,1408,1540,166.504,12.068,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.807389887668237,0,0
"32",36,"BUI-BH1-E-SUBSET-3.csv",16,578.315,93.591,36.123,1454,1544,167.32,22.907,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.829250841762648,0,0
"33",37,"BUI-BH1-E-SUBSET-3.csv",17,572.105,92.433,34.91,1422,1568,169.824,21.145,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.841029608369768,0,0
"34",38,"BUI-BH1-E-SUBSET-3.csv",18,732.791,107.171,39.755,1495,1576,167.196,25.203,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.801337007742443,0,0
"35",39,"BUI-BH1-E-SUBSET-3.csv",19,337.674,78.852,27.666,1593,1570,170.838,18.502,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.682121652222866,0,0
"36",40,"BUI-BH1-E-SUBSET-3.csv",20,352.423,74.598,28.441,1355,1579,163.811,17.095,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.795425510100431,0,0
"37",41,"BUI-BH1-E-SUBSET-3.csv",21,110.229,39.319,14.769,1379,1606,162.646,9.692,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.895530907196896,0,0
"38",42,"BUI-BH1-E-SUBSET-3.csv",22,135.07,44.517,16.246,1436,1609,167.471,11.423,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.856045325602961,0,0
"39",43,"BUI-BH1-E-SUBSET-3.csv",23,179.317,59.344,22.907,1531,1622,22.62,12.335,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.639524919746267,0,0
"40",44,"BUI-BH1-E-SUBSET-3.csv",24,541.831,93.377,35.637,1483,1645,8.531,20.264,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.780501342695361,0,0
"41",45,"BUI-BH1-E-SUBSET-3.csv",25,635.759,100.425,36.805,1447,1674,11.041,22.026,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.791768966458149,0,0
"42",46,"BUI-BH1-E-SUBSET-3.csv",26,969.551,119.204,43.387,1526,1678,12.907,29.075,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.856995695238467,0,0
"43",47,"BUI-BH1-E-SUBSET-3.csv",27,168.449,51.049,18.397,1591,1714,163.301,13.462,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.811864587276401,0,0
"44",48,"BUI-BH1-E-SUBSET-3.csv",28,108.677,43.36,17.97,1416,1727,11.31,7.93,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.726020249247695,0,0
"45",49,"BUI-BH1-E-SUBSET-3.csv",29,441.693,85.989,34.214,1499,1737,11.889,16.243,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-E",3,"BUI-BH1-E-3",97303.654,1,2,2,0,2,0,0.750281709330715,0,0
"46",50,"BUI-BH1-N-SUBSET-1.csv",1,187.855,51.477,17.016,602,925,158.749,15.575,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.890401617649074,0,0
"47",51,"BUI-BH1-N-SUBSET-1.csv",2,216.577,56.033,21.328,708,1011,141.71,14.185,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.866391579471251,0,0
"48",52,"BUI-BH1-N-SUBSET-1.csv",3,486.716,85.599,32.071,810,1024,127.185,20.247,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.834310828617612,0,0
"49",53,"BUI-BH1-N-SUBSET-1.csv",4,159.134,54.271,23.723,535,1047,148.671,10.245,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.678604868073087,0,0
"50",54,"BUI-BH1-N-SUBSET-1.csv",5,596.945,93.377,31.779,662,1046,133.877,25.075,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.859892427740905,0,0
"51",55,"BUI-BH1-N-SUBSET-1.csv",6,236.76,66.82,25.245,527,1056,150.751,14.591,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.666016560593664,0,0
"52",56,"BUI-BH1-N-SUBSET-1.csv",7,260.824,62.05,23.277,767,1080,150.524,16.361,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.850851205878133,0,0
"53",57,"BUI-BH1-N-SUBSET-1.csv",8,654.389,111.035,37.432,558,1104,153.435,25.113,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.666662207449632,0,0
"54",58,"BUI-BH1-N-SUBSET-1.csv",9,487.492,90.369,34.406,883,1105,140.194,20.095,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.749752943503942,0,0
"55",59,"BUI-BH1-N-SUBSET-1.csv",10,597.722,96.296,36.889,726,1116,130.156,21.805,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.809603515493259,0,0
"56",60,"BUI-BH1-N-SUBSET-1.csv",11,478.177,99.091,35.088,876,1133,118.496,19.06,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.611659745897772,0,0
"57",61,"BUI-BH1-N-SUBSET-1.csv",12,305.847,66.518,25.687,569,1139,120.964,16.198,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.868191438385998,0,0
"58",62,"BUI-BH1-N-SUBSET-1.csv",13,742.883,117.781,38.616,660,1161,152.85,28.658,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.672604215563516,0,0
"59",63,"BUI-BH1-N-SUBSET-1.csv",14,520.872,90.066,35.56,774,1172,131.987,19.936,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.806489840447622,0,0
"60",64,"BUI-BH1-N-SUBSET-1.csv",15,313.61,72.534,27.027,834,1176,109.026,16.549,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.748680093539056,0,0
"61",65,"BUI-BH1-N-SUBSET-1.csv",16,511.557,87.574,32.706,586,1195,117.255,22.428,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.837786383492641,0,0
"62",66,"BUI-BH1-N-SUBSET-1.csv",17,440.917,84.139,32.42,746,1199,132.797,19.511,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.782261202145523,0,0
"63",67,"BUI-BH1-N-SUBSET-1.csv",18,330.688,74.082,29.288,782,1215,133.781,15.978,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.756802708835675,0,0
"64",68,"BUI-BH1-N-SUBSET-1.csv",19,185.527,52.295,20.091,648,1226,142.125,13.397,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.85207226015898,0,0
"65",69,"BUI-BH1-N-SUBSET-1.csv",20,367.172,74.598,28.901,788,1256,142.431,18.125,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.828714287644664,0,0
"66",70,"BUI-BH1-N-SUBSET-1.csv",21,150.595,54.36,21.31,581,1270,119.745,12.335,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.640090373987279,0,0
"67",71,"BUI-BH1-N-SUBSET-1.csv",22,662.151,100.123,37.567,622,1277,129.289,24.92,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.829619536808055,0,0
"68",72,"BUI-BH1-N-SUBSET-1.csv",23,436.259,87.574,31.175,748,1283,132.709,19.592,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.714469452819756,0,0
"69",73,"BUI-BH1-N-SUBSET-1.csv",24,336.121,81.256,30.317,669,1352,144.462,17.444,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.639402614067926,0,0
"70",74,"BUI-BH1-N-SUBSET-1.csv",25,104.019,41.295,17.107,644,1381,145.491,8.668,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.766138651284533,0,0
"71",76,"BUI-BH1-N-SUBSET-1.csv",27,328.359,77.518,32.071,641,1390,127.185,15.512,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",1,"BUI-BH1-N-1",130879.311,0,2,3,0,0,0,0.686330731302977,0,0
"72",78,"BUI-BH1-N-SUBSET-2.csv",2,1186.128,134.156,45.815,1305,464,157.38,36.09,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.827753442852164,0,0
"73",79,"BUI-BH1-N-SUBSET-2.csv",3,380.368,86.756,34.977,1482,467,130.914,16.802,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.634738106922921,0,0
"74",80,"BUI-BH1-N-SUBSET-2.csv",4,159.91,50.747,19.563,1433,477,125.838,11.676,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.779910049005113,0,0
"75",81,"BUI-BH1-N-SUBSET-2.csv",5,405.209,81.344,30.137,1426,508,127.875,20.038,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.769161739832188,0,0
"76",82,"BUI-BH1-N-SUBSET-2.csv",6,782.472,127.837,42.656,1224,517,128.29,25.551,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.60137490931922,0,0
"77",83,"BUI-BH1-N-SUBSET-2.csv",7,228.997,63.296,26.637,1524,555,145.784,12.218,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.717904872741972,0,0
"78",84,"BUI-BH1-N-SUBSET-2.csv",8,185.527,57.493,22.184,1328,582,6.843,14.097,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.704963805314193,0,0
"79",85,"BUI-BH1-N-SUBSET-2.csv",9,102.467,40.477,16.717,1136,578,161.565,9.769,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.785519602181982,0,0
"80",86,"BUI-BH1-N-SUBSET-2.csv",10,111.782,47.739,21.31,1584,591,150.255,8.841,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.616048465500899,0,0
"81",87,"BUI-BH1-N-SUBSET-2.csv",11,225.892,59.985,24.432,1297,593,154.359,13.706,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.788506292753622,0,0
"82",88,"BUI-BH1-N-SUBSET-2.csv",12,683.887,116.41,46.92,1517,603,145.713,23.214,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.633860091868315,0,0
"83",89,"BUI-BH1-N-SUBSET-2.csv",13,442.469,95.869,29.969,1258,620,155.695,22.907,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.604666757987268,0,0
"84",90,"BUI-BH1-N-SUBSET-2.csv",14,100.138,37.771,14.978,1414,627,151.928,9.519,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.88160001010368,0,0
"85",92,"BUI-BH1-N-SUBSET-2.csv",16,414.524,87.272,32.611,1456,663,141.582,18.118,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.683580180108309,0,0
"86",93,"BUI-BH1-N-SUBSET-2.csv",17,250.733,62.78,23.261,1284,670,142.696,14.185,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.799021588761799,0,0
"87",96,"BUI-BH1-N-SUBSET-2.csv",20,105.572,43.057,18.078,1316,729,136.975,9.945,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.715238451757574,0,0
"88",97,"BUI-BH1-N-SUBSET-2.csv",21,107.9,46.707,20.794,1333,752,143.616,8.099,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",2,"BUI-BH1-N-2",139095.267,2,2,3,0,0,0,0.621222443280809,0,0
"89",102,"BUI-BH1-N-SUBSET-3.csv",5,210.367,61.534,25.657,2131,280,15.945,14.097,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-N",3,"BUI-BH1-N-3",128616.507,3,2,3,0,0,0,0.697809630103503,0,0
"90",109,"BUI-BH1-S-SUBSET-3.csv",2,237.536,69.223,26.898,470,1512,31.608,13.546,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-S",3,"BUI-BH1-S-3",107916.707,3,2,4,0,0,0,0.622613086108368,0,0
"91",110,"BUI-BH1-S-SUBSET-3.csv",3,193.289,60.288,23.46,696,1539,34.287,13.148,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-S",3,"BUI-BH1-S-3",107916.707,3,2,4,0,0,0,0.66793626702937,0,0
"92",112,"BUI-BH1-W-SUBSET-1.csv",1,192.513,52.082,19.243,1122,1429,164.055,13.216,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.891403622820498,0,0
"93",113,"BUI-BH1-W-SUBSET-1.csv",2,119.544,45.549,15.158,1072,1441,35.538,11.454,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.723701927543415,0,0
"94",114,"BUI-BH1-W-SUBSET-1.csv",3,228.221,61.836,23.723,1259,1438,164.932,13.035,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.74965676828078,0,0
"95",115,"BUI-BH1-W-SUBSET-1.csv",4,373.382,76.574,27.666,1291,1461,170.838,18.502,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.799798065122385,0,0
"96",116,"BUI-BH1-W-SUBSET-1.csv",5,111.782,44.303,17.97,1158,1480,168.69,9.503,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.715311560186038,0,0
"97",117,"BUI-BH1-W-SUBSET-1.csv",6,256.166,67.034,23.277,1290,1523,29.476,17.633,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.716012915448048,0,0
"98",118,"BUI-BH1-W-SUBSET-1.csv",7,291.098,77.216,26.796,1145,1534,170.538,16.283,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.613217105069944,0,0
"99",119,"BUI-BH1-W-SUBSET-1.csv",8,316.715,80.828,27.652,1222,1554,22.479,17.731,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.608884062228905,0,0
"100",120,"BUI-BH1-W-SUBSET-1.csv",9,250.733,72.018,25.06,1260,1581,10.125,16.72,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.607182188857919,0,0
"101",122,"BUI-BH1-W-SUBSET-1.csv",11,550.37,93.982,34.214,1146,1592,11.889,20.591,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.782627360504378,0,0
"102",123,"BUI-BH1-W-SUBSET-1.csv",12,142.832,47.009,17.555,1260,1665,17.526,11.98,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.811807634669376,0,0
"103",126,"BUI-BH1-W-SUBSET-1.csv",15,409.866,78.123,25.732,1054,1700,38.047,21.346,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.843477900242111,0,0
"104",127,"BUI-BH1-W-SUBSET-1.csv",16,360.962,73.264,25.23,1096,1753,24.775,20.883,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.844636551132312,0,0
"105",128,"BUI-BH1-W-SUBSET-1.csv",17,331.464,70.86,24.732,1133,1755,175.914,17.621,"BUI-BH1","BUI","BH","BUI-BH","BUI-BH1-W",1,"BUI-BH1-W-1",122033.806,2,2,2,0,0,0,0.829132063964125,0,0
